Continent,Country,City ID,Audience ID,Device category,Active users,New users,Sessions per user,Views per session,One-day active users,Seven-day active users,28-day active users,30-day active users,Engaged sessions,Engagement rate,Events per session
Europe,United Kingdom,9192938,2226259423,mobile,3,3,1,4,3,18,23,23,3,1,7.333333333
Europe,United Kingdom,9193415,2226259423,mobile,3,3,1.333333333,37.5,3,18,55,59,4,1,53.75
Europe,United Kingdom,9193455,2226259423,mobile,3,2,1,11,3,20,50,50,3,1,18
Europe,United Kingdom,9194789,2226259423,mobile,3,2,1,3,3,21,47,47,3,1,6
Europe,United Kingdom,9198013,2226259423,mobile,3,2,1,2.666666667,3,22,69,73,3,1,5.333333333
Europe,Poland,(not set),2226259423,desktop,2,2,1,2,2,14,49,53,1,0.5,4
Europe,Germany,1003854,2226259423,desktop,2,2,1,2,2,14,56,58,2,1,5.5
Europe,United Kingdom,1006501,2226259423,tablet,2,1,1,3,2,8,25,25,2,1,5.5
Europe,United Kingdom,1006602,2226259423,mobile,2,2,1,3,2,14,38,38,2,1,6
Europe,United Kingdom,1006621,2226259423,mobile,2,1,1,2,2,14,27,27,2,1,3.5
Europe,United Kingdom,1006663,2226259423,mobile,2,1,1,16.5,2,14,63,67,2,1,24.5
Europe,United Kingdom,1006668,2226259423,desktop,2,2,1,6,2,22,95,100,2,1,12
Europe,United Kingdom,1006693,2226259423,mobile,2,1,1.5,10,2,9,9,9,2,0.666666667,15.33333333
Europe,United Kingdom,1006745,2226259423,mobile,2,1,1,3,2,14,38,40,2,1,5.5
Europe,United Kingdom,1006815,2226259423,mobile,2,2,1,4.5,2,14,56,58,2,1,8.5
Europe,United Kingdom,1006816,2226259423,mobile,2,1,1,2.5,2,14,57,61,2,1,5
Europe,United Kingdom,1006884,2226259423,desktop,2,1,1,16.5,2,11,43,47,2,1,25.5
Europe,United Kingdom,1006917,2226259423,mobile,2,2,1,4.5,2,14,20,20,2,1,9.5
Europe,United Kingdom,1006947,2226259423,mobile,2,1,1,3,2,15,65,68,2,1,6.5
Europe,United Kingdom,1006970,2226259423,mobile,2,2,1,13.5,2,14,35,37,2,1,21.5
Europe,United Kingdom,1006992,2226259423,mobile,2,0,1,4,2,14,50,50,2,1,6
Europe,United Kingdom,1006996,2226259423,tablet,2,1,1,2,2,14,38,38,2,1,3.5
Europe,United Kingdom,1007000,2226259423,desktop,2,1,1,4.5,2,14,64,68,2,1,7.5
Europe,United Kingdom,1007009,2226259423,desktop,2,2,1,4.5,2,14,35,37,2,1,8.5
Europe,United Kingdom,1007031,2226259423,mobile,2,2,1,3,2,14,34,34,2,1,6.5
Europe,United Kingdom,1007103,2226259423,mobile,2,0,1,3,2,14,40,44,2,1,5
Europe,United Kingdom,1007128,2226259423,desktop,2,2,1,3,2,5,5,5,2,1,7.5
Europe,United Kingdom,1007135,2226259423,mobile,2,2,1,6,2,14,52,54,2,1,12
Europe,United Kingdom,1007191,2226259423,desktop,2,2,1,3,2,14,48,48,2,1,6.5
Europe,United Kingdom,1007201,2226259423,desktop,2,2,1.5,9,2,14,40,40,2,0.666666667,14.66666667
Europe,United Kingdom,1007245,2226259423,mobile,2,2,1,16,2,13,28,28,2,1,25.5
Europe,United Kingdom,1007247,2226259423,mobile,2,2,1,3,2,14,29,29,2,1,7.5
Europe,United Kingdom,1007256,2226259423,mobile,2,2,1,4.5,2,11,18,20,2,1,9
Europe,Isle of Man,1007268,2226259423,mobile,2,0,1,3,2,8,9,9,2,1,5
Europe,United Kingdom,1007282,2226259423,desktop,2,1,1,3,2,5,5,5,2,1,5.5
Europe,United Kingdom,1007282,2226259423,mobile,2,2,1,4.5,2,14,35,35,2,1,10
Europe,United Kingdom,1007283,2226259423,mobile,2,2,1,3,2,14,47,47,2,1,7
Europe,United Kingdom,1007284,2226259423,mobile,2,2,1,3,2,14,38,40,2,1,6.5
Europe,United Kingdom,1007294,2226259423,desktop,2,1,1,12,2,2,5,7,2,1,18.5
Europe,United Kingdom,1007300,2226259423,mobile,2,2,1.5,7.333333333,2,9,11,13,3,1,13
Europe,United Kingdom,1007305,2226259423,mobile,2,2,1,2.5,2,17,85,91,2,1,5.5
Europe,United Kingdom,1007312,2226259423,desktop,2,2,1.5,3,2,11,37,39,3,1,7
Europe,United Kingdom,1007315,2226259423,mobile,2,2,1,3,2,18,71,73,2,1,8
Europe,United Kingdom,1007321,2226259423,mobile,2,2,1,4.5,2,14,59,65,2,1,8
Europe,United Kingdom,1007325,2226259423,desktop,2,2,1,4.5,2,21,106,114,2,1,9
Europe,United Kingdom,1007340,2226259423,mobile,2,2,1,2.5,2,10,28,30,2,1,6
Europe,United Kingdom,1007341,2226259423,desktop,2,1,1.5,2,2,22,83,87,2,0.666666667,4.666666667
Europe,United Kingdom,1007341,2226259423,mobile,2,1,1,38.5,2,10,52,56,2,1,53.5
Europe,United Kingdom,1007356,2226259423,mobile,2,2,1,3,2,9,30,30,2,1,6
Europe,United Kingdom,1007359,2226259423,mobile,2,2,1,3,2,15,55,63,2,1,7
Europe,United Kingdom,1007375,2226259423,desktop,2,2,1,3,2,14,34,35,2,1,7.5
Europe,United Kingdom,1007381,2226259423,desktop,2,1,1,15,2,13,49,53,2,1,23
Europe,United Kingdom,1007389,2226259423,mobile,2,2,1,10.5,2,14,31,33,2,1,17.5
Europe,United Kingdom,1007391,2226259423,mobile,2,2,1,3,2,12,43,45,2,1,6.5
Europe,United Kingdom,1007397,2226259423,desktop,2,1,1,3,2,4,13,15,2,1,5.5
Europe,United Kingdom,1007410,2226259423,desktop,2,1,1,3,2,9,23,23,2,1,5.5
Europe,United Kingdom,1007464,2226259423,mobile,2,2,1,4,2,9,9,9,2,1,8.5
Europe,Ireland,1007835,2226259423,mobile,2,2,1,3,2,9,16,18,2,1,7.5
Europe,Sweden,1012443,2226259423,desktop,2,2,1,7,2,10,13,13,2,1,12.5
Europe,United Kingdom,9189476,2226259423,tablet,2,1,1,30,2,8,12,12,2,1,42.5
Europe,United Kingdom,9189744,2226259423,mobile,2,1,1,3,2,11,14,14,2,1,6
Europe,United Kingdom,9190486,2226259423,mobile,2,2,1,3,2,12,20,20,2,1,7
Europe,United Kingdom,9191094,2226259423,mobile,2,2,2,4,2,14,53,55,4,1,7
Europe,United Kingdom,9191402,2226259423,desktop,2,2,1,3,2,14,37,37,2,1,7
Europe,United Kingdom,9192206,2226259423,desktop,2,0,1,21,2,12,67,71,2,1,32
Europe,United Kingdom,9193160,2226259423,desktop,2,2,1,3,2,12,25,25,2,1,7.5
Europe,United Kingdom,9194212,2226259423,mobile,2,1,1,3,2,14,44,44,2,1,6
Europe,United Kingdom,9195022,2226259423,mobile,2,2,1,6,2,14,37,37,2,1,11
Europe,United Kingdom,9195379,2226259423,mobile,2,2,1,3,2,19,63,65,2,1,7.5
Europe,United Kingdom,9195482,2226259423,mobile,2,2,1,7,2,14,30,30,2,1,13
Europe,United Kingdom,9198013,2226259423,desktop,2,0,1.5,1,2,17,52,54,1,0.333333333,3
Europe,United Kingdom,9198296,2226259423,desktop,2,2,1,4.5,2,14,34,34,2,1,10
Europe,United Kingdom,9198821,2226259423,desktop,2,2,1,4.5,2,14,27,27,2,1,10
Europe,United Kingdom,9199213,2226259423,mobile,2,2,1,3,2,14,35,41,2,1,6
Europe,United Kingdom,9212237,2226259423,desktop,2,0,2.5,6.6,2,16,54,54,5,1,8
Europe,United Kingdom,9215554,2226259423,mobile,2,2,1,3,2,12,14,14,2,1,7
Europe,United Kingdom,9219180,2226259423,desktop,2,2,1,2.5,2,14,34,34,2,1,6.5
Europe,France,(not set),2226259423,desktop,1,1,1,9,1,13,58,61,1,1,13
Europe,France,(not set),2226259423,mobile,1,0,1,3,1,7,23,23,1,1,6
Europe,Germany,(not set),2226259423,mobile,1,0,1,3,1,7,27,31,1,1,5
Europe,Greece,(not set),2226259423,mobile,1,1,1,3,1,7,9,9,1,1,7
Europe,Spain,(not set),2226259423,mobile,1,1,1,3,1,14,94,100,1,1,6
Europe,Spain,(not set),2226259423,tablet,1,1,1,3,1,6,6,6,1,1,6
Europe,Bulgaria,1001448,2226259423,mobile,1,1,1,3,1,4,4,4,1,1,7
Europe,Belarus,1001495,2226259423,desktop,1,1,1,3,1,7,21,21,1,1,7
Europe,Switzerland,1003196,2226259423,mobile,1,1,1,5,1,7,10,10,1,1,9
Europe,Switzerland,1003284,2226259423,desktop,1,1,1,3,1,7,14,14,1,1,7
Europe,Czechia,1003803,2226259423,desktop,1,1,1,3,1,7,12,12,1,1,8
Europe,Germany,1004469,2226259423,desktop,1,1,1,3,1,7,10,10,1,1,7
Europe,Germany,1004507,2226259423,desktop,1,1,1,2,1,7,16,16,1,1,6
Europe,Germany,1004533,2226259423,mobile,1,1,1,3,1,7,26,26,1,1,6
Europe,Germany,1004536,2226259423,mobile,1,1,1,3,1,7,26,26,1,1,6
Europe,Denmark,1005010,2226259423,desktop,1,1,1,3,1,9,49,51,1,1,6
Europe,Spain,1005419,2226259423,desktop,1,1,2,6,1,7,23,23,1,0.5,8.5
Europe,Spain,1005493,2226259423,tablet,1,1,1,1,1,7,7,7,1,1,4
Europe,Finland,1005582,2226259423,mobile,1,1,1,3,1,7,12,12,1,1,7
Europe,France,1006094,2226259423,desktop,1,1,1,1,1,7,30,32,0,0,3
Europe,France,1006161,2226259423,desktop,1,1,1,3,1,7,11,11,1,1,7
Europe,France,1006356,2226259423,mobile,1,1,1,3,1,7,24,24,1,1,7
Europe,France,1006400,2226259423,mobile,1,1,1,3,1,7,24,24,1,1,6
Europe,United Kingdom,1006466,2226259423,mobile,1,1,1,2,1,7,9,9,1,1,5
Europe,United Kingdom,1006483,2226259423,mobile,1,1,1,4,1,7,47,51,1,1,7
Europe,United Kingdom,1006494,2226259423,mobile,1,1,1,3,1,5,26,28,1,1,6
Europe,United Kingdom,1006496,2226259423,mobile,1,1,1,3,1,7,7,7,1,1,7
Europe,United Kingdom,1006498,2226259423,mobile,1,1,1,3,1,2,13,15,1,1,6
Europe,United Kingdom,1006499,2226259423,desktop,1,1,6,3.666666667,1,7,8,8,6,1,6.166666667
Europe,United Kingdom,1006501,2226259423,mobile,1,1,1,3,1,3,3,3,1,1,6
Europe,United Kingdom,1006515,2226259423,mobile,1,1,1,3,1,7,13,13,1,1,7
Europe,United Kingdom,1006530,2226259423,desktop,1,1,1,15,1,7,12,12,1,1,28
Europe,United Kingdom,1006530,2226259423,mobile,1,0,1,1,1,7,29,31,0,0,2
Europe,United Kingdom,1006530,2226259423,tablet,1,1,1,14,1,7,17,17,1,1,22
Europe,United Kingdom,1006534,2226259423,desktop,1,1,1,6,1,7,23,27,1,1,11
Europe,United Kingdom,1006541,2226259423,desktop,1,1,1,3,1,10,42,44,1,1,8
Europe,United Kingdom,1006548,2226259423,desktop,1,1,1,6,1,7,9,9,1,1,13
Europe,United Kingdom,1006548,2226259423,mobile,1,1,1,3,1,6,6,6,1,1,7
Europe,United Kingdom,1006551,2226259423,mobile,1,1,1,3,1,7,15,15,1,1,7
Europe,United Kingdom,1006555,2226259423,desktop,1,1,1,3,1,7,19,19,1,1,7
Europe,United Kingdom,1006591,2226259423,mobile,1,1,1,3,1,5,5,5,1,1,7
Europe,United Kingdom,1006598,2226259423,desktop,1,1,1,3,1,7,36,40,1,1,6
Europe,United Kingdom,1006598,2226259423,mobile,1,1,1,9,1,7,21,21,1,1,16
Europe,United Kingdom,1006598,2226259423,tablet,1,1,1,3,1,7,16,16,1,1,7
Europe,United Kingdom,1006602,2226259423,desktop,1,1,1,9,1,8,50,54,1,1,15
Europe,United Kingdom,1006605,2226259423,desktop,1,1,1,12,1,7,16,16,1,1,22
Europe,United Kingdom,1006613,2226259423,desktop,1,1,1,3,1,4,4,4,1,1,7
Europe,United Kingdom,1006618,2226259423,desktop,1,1,1,9,1,1,1,1,1,1,15
Europe,United Kingdom,1006618,2226259423,mobile,1,1,1,3,1,7,22,24,1,1,7
Europe,United Kingdom,1006622,2226259423,mobile,1,1,1,9,1,7,18,20,1,1,15
Europe,United Kingdom,1006627,2226259423,desktop,1,1,1,3,1,7,53,57,1,1,8
Europe,United Kingdom,1006628,2226259423,desktop,1,1,2,10.5,1,7,18,18,2,1,16.5
Europe,United Kingdom,1006628,2226259423,tablet,1,1,1,7,1,1,1,1,1,1,13
Europe,United Kingdom,1006634,2226259423,mobile,1,1,1,3,1,7,24,26,1,1,7
Europe,United Kingdom,1006636,2226259423,desktop,1,1,1,6,1,7,24,25,1,1,12
Europe,United Kingdom,1006644,2226259423,desktop,1,1,1,6,1,7,25,27,1,1,11
Europe,United Kingdom,1006644,2226259423,mobile,1,0,1,3,1,7,83,89,1,1,4
Europe,United Kingdom,1006659,2226259423,mobile,1,1,1,6,1,7,22,22,1,1,13
Europe,United Kingdom,1006661,2226259423,desktop,1,1,1,3,1,3,3,3,1,1,6
Europe,United Kingdom,1006668,2226259423,mobile,1,1,1,3,1,7,22,22,1,1,7
Europe,United Kingdom,1006673,2226259423,mobile,1,1,1,9,1,7,9,9,1,1,15
Europe,United Kingdom,1006680,2226259423,desktop,1,1,1,3,1,2,21,25,1,1,8
Europe,United Kingdom,1006689,2226259423,tablet,1,1,1,2,1,7,14,14,1,1,5
Europe,United Kingdom,1006692,2226259423,desktop,1,1,2,1.5,1,7,31,33,1,0.5,3.5
Europe,United Kingdom,1006714,2226259423,desktop,1,1,2,9,1,4,4,4,1,0.5,15.5
Europe,United Kingdom,1006727,2226259423,desktop,1,0,1,3,1,3,3,3,1,1,6
Europe,United Kingdom,1006727,2226259423,mobile,1,1,1,3,1,7,8,8,1,1,7
Europe,United Kingdom,1006736,2226259423,mobile,1,0,1,0,1,7,40,42,1,1,1
Europe,United Kingdom,1006741,2226259423,mobile,1,1,1,3,1,1,18,20,1,1,6
Europe,United Kingdom,1006742,2226259423,desktop,1,1,1,3,1,1,1,1,1,1,7
Europe,United Kingdom,1006742,2226259423,mobile,1,1,2,3,1,5,5,5,2,1,6
Europe,United Kingdom,1006743,2226259423,desktop,1,0,1,3,1,3,3,3,1,1,6
Europe,United Kingdom,1006756,2226259423,mobile,1,1,1,6,1,7,24,24,1,1,10
Europe,United Kingdom,1006757,2226259423,desktop,1,1,1,3,1,7,25,25,1,1,8
Europe,United Kingdom,1006764,2226259423,mobile,1,1,1,3,1,7,12,12,1,1,7
Europe,United Kingdom,1006765,2226259423,mobile,1,1,1,3,1,7,23,23,1,1,7
Europe,United Kingdom,1006770,2226259423,desktop,1,1,1,24,1,7,24,24,1,1,35
Europe,United Kingdom,1006781,2226259423,desktop,1,1,1,3,1,3,3,3,1,1,7
Europe,United Kingdom,1006787,2226259423,desktop,1,1,1,6,1,3,3,3,1,1,11
Europe,United Kingdom,1006801,2226259423,mobile,1,1,1,3,1,7,9,9,1,1,7
Europe,United Kingdom,1006815,2226259423,desktop,1,0,1,3,1,7,31,33,1,1,6
Europe,United Kingdom,1006816,2226259423,desktop,1,1,1,3,1,7,26,26,1,1,6
Europe,United Kingdom,1006826,2226259423,mobile,1,1,1,3,1,7,42,44,1,1,7
Europe,United Kingdom,1006837,2226259423,mobile,1,1,1,3,1,7,15,15,1,1,6
Europe,United Kingdom,1006848,2226259423,desktop,1,1,1,3,1,7,25,25,1,1,8
Europe,United Kingdom,1006854,2226259423,mobile,1,1,1,3,1,10,34,36,1,1,7
Europe,United Kingdom,1006863,2226259423,mobile,1,1,1,3,1,4,4,4,1,1,7
Europe,United Kingdom,1006864,2226259423,desktop,1,1,1,2,1,7,16,18,1,1,5
Europe,United Kingdom,1006865,2226259423,tablet,1,1,1,3,1,1,1,1,1,1,8
Europe,United Kingdom,1006867,2226259423,desktop,1,1,2,6,1,7,11,13,1,0.5,10.5
Europe,United Kingdom,1006868,2226259423,desktop,1,1,2,6,1,13,54,57,1,0.5,10
Europe,United Kingdom,1006873,2226259423,desktop,1,1,1,3,1,7,41,43,1,1,7
Europe,United Kingdom,1006874,2226259423,desktop,1,1,1,21,1,4,4,4,1,1,32
Europe,United Kingdom,1006876,2226259423,desktop,1,1,1,3,1,7,61,69,1,1,7
Europe,United Kingdom,1006884,2226259423,tablet,1,1,1,3,1,7,13,13,1,1,7
Europe,United Kingdom,1006893,2226259423,mobile,1,1,1,3,1,7,7,7,1,1,7
Europe,United Kingdom,1006906,2226259423,desktop,1,0,1,3,1,11,50,52,1,1,6
Europe,United Kingdom,1006915,2226259423,desktop,1,1,1,3,1,4,4,4,1,1,8
Europe,United Kingdom,1006916,2226259423,mobile,1,0,1,3,1,1,1,1,1,1,5
Europe,United Kingdom,1006928,2226259423,tablet,1,1,1,3,1,1,1,1,1,1,6
Europe,United Kingdom,1006930,2226259423,desktop,1,1,1,3,1,7,26,26,1,1,7
Europe,United Kingdom,1006938,2226259423,desktop,1,1,2,1.5,1,7,25,25,1,0.5,4
Europe,United Kingdom,1006950,2226259423,desktop,1,1,1,3,1,11,49,51,1,1,8
Europe,United Kingdom,1006952,2226259423,mobile,1,1,1,3,1,7,23,25,1,1,7
Europe,United Kingdom,1006953,2226259423,mobile,1,1,1,3,1,2,2,2,1,1,6
Europe,United Kingdom,1006954,2226259423,mobile,1,1,1,6,1,7,9,9,1,1,10
